Name,Divisions,Latitude,Longitude,Address,Normal_site,Auto_site,Glamping,Caravan,Restroom,Shower_room,Sink,Homepage
광릉숲 이야기 관광농원 ,"일반야영장,카라반",37.7664661,127.1706732,경기도 포천시 소흘읍 직동리 ,0,23,0,0,1,1,3,
대천오토캠핑장(상양관광농원),일반야영장,36.369724,126.591838,충청남도 보령시 주교면 문화마을길 178-58 ,0,23,0,0,2,2,1,
만정캠핑장,일반야영장,37.5160908,126.5481618,인천광역시 중구 중산동 ,0,23,0,0,2,2,2,
아이비캠핑장,"일반야영장,자동차야영장,카라반",35.6067305,128.9245914,경상남도 밀양시 산내면 원서3길 47 ,0,23,0,0,1,1,1,
가평 사계절캠핑장 ,"일반야영장,자동차야영장",37.8833509,127.5489707,경기도 가평군 가화로 988-0 ,25,23,0,0,2,3,4,
구천계곡야영장,"일반야영장,자동차야영장",35.5367912,128.9229496,경상남도 밀양시 단장면 구천리 ,0,24,0,0,1,1,1,
도리돌 캠핑장 ,일반야영장,38.0612852,127.3868178,경기도 포천시 이동면 도평리 ,0,24,0,0,1,1,1,
바다가 보이는 부산항 힐링 야영장,일반야영장,35.11493,129.0453984,부산광역시 동구 초량동 1185-1(舊 부산항 3부두) 지선,0,24,0,0,1,1,1,
십자봉오토캠핑장 ,일반야영장,37.2143533,127.9544927,충청북도 제천시 백운면 덕동리 ,0,24,0,0,2,2,2,
충주호캠핑월드(충주호캠핑장),"자동차야영장,글램핑",37.0272913,128.0418349,충청북도 충주시 동량면 호반로 696-1 ,0,24,7,0,2,2,1,
향림오토캠핑장,일반야영장,35.5797474,128.9801761,경상남도 밀양시 산내면 삼양리 ,0,24,0,0,1,1,1,
목사골 야영장,일반야영장,35.1059221,127.3125246,전남 곡성군 목사동면 용봉리 425,0,24,0,0,1,1,1,
용추밸리 캠프 야영장,자동차야영장,35.6724788,127.7842052,경남 함양군 안의면 매바위길 14,0,24,0,0,1,1,1,
파계 오토캠핑장 (파계야영장),자동차야영장,35.9930818,128.6371694,대구광역시 동구 파계로 707-14 ,0,24,0,0,1,1,1,
파인힐캠프(파인힐관광농원) ,일반야영장,36.643923,126.6029133,충남 예산군 덕산면 외라2길 60-24,0,24,0,0,1,1,1,
임하호 수상레저타운캠핑장,"일반야영장,자동차야영장,카라반,글램핑",36.5666883,128.9210806,경상북도 안동시 임동면 중평리 1040,24,24,8,11,2,2,1,
팜스퀘어 하늘타리 ,"일반야영장,자동차야영장",37.3841692,127.5005916,경기도 여주시 금사면 도곡리 ,24,24,0,0,2,2,4,
씨밀레자연관광농원,자동차야영장,37.1633605,127.2491161,경기 용인시 처인구 이동읍 이원로601번길 1-5,24,24,0,0,2,2,7,
드림이벤트 (구 꿈꾸는 캠핑장),"일반야영장,자동차야영장,글램핑",35.6258784,128.0425891,경남 합천군 봉산면 김봉리 351-1,0,25,10,0,2,2,2,
둔내캠프 ,일반야영장,37.5354346,128.2549846,강원도 횡성군 둔내면 용현로 429 ,0,25,0,0,1,1,2,
방아텃골 관광농원 ,"일반야영장,글램핑",37.938396,127.2767968,경기도 포천시 일동면 길명리 ,0,25,2,0,1,1,1,
제주벨리타캠핑장,자동차야영장,33.507783,126.6980007,제주특별자치도 제주시 조천읍 중산간동로 1194 ,0,25,0,0,1,1,1,
양양 죽도오토캠핑장,"자동차야영장,카라반",37.9735701,128.7596988,강원도 양양군 현남면 인구중앙길 88 ,0,25,5,18,2,2,2,
힐빙스토리자동차야영장,일반야영장,35.6492042,127.6713392,경상남도 함양군 서상면 옥산리 ,0,25,0,0,2,2,1,
연천 사미천 캠핑장,자동차야영장,37.996091,126.890469,경기도 연천군 장남면 장백로 330번길 236,0,25,0,0,2,2,1,
마리원관광농원캠핑장 ,자동차야영장,37.615425,126.5106207,인천광역시 강화군 길상면 장흥리 ,25,25,0,0,4,4,1,
그린콩 캠핑장 (또와캠핑장),"일반야영장,자동차야영장",37.8972873,127.5539975,경기도 가평군 북면 소법리 627-54 ,25,25,0,0,2,2,7,
개울가오토캠핑장 ,"일반야영장,자동차야영장",37.6030031,127.4949246,경기 가평군 설악면 유명로 654-58,25,25,0,0,4,4,4,
연곡해변 솔향기캠핑장 ,"일반야영장,자동차야영장",37.8588053,128.8533563,강원도 강릉시 연곡면 동덕리 ,122,25,0,0,6,6,16,
고성패밀리캠핑장,"일반야영장,글램핑",34.9940595,128.2201195,경상남도 고성군 상리면 상정대로 1186,0,26,5,0,4,2,2,
산여울캠핑장 ,"일반야영장,자동차야영장,카라반",35.5430289,128.8566995,경상남도 밀양시 산외면 밀양대로 3480 ,0,26,0,0,1,1,1,
수레의산 국민여가 캠핑장,일반야영장,37.0393686,127.6526551,음성군 생극면 차곡리 151,0,26,0,0,2,2,2,
가야산국립공원 백운동 자동차야영장 ,"일반야영장,자동차야영장",35.8036003,128.1438279,경상북도 성주군 수륜면 백운리 ,0,26,0,0,1,1,2,
가야산국립공원 치인자동차야영장,일반야영장,35.7956874,128.0840614,경상남도 합천군 가야면 치인리 ,0,26,0,0,1,1,1,
고성 남산공원 오토캠핑장 ,"일반야영장,카라반,글램핑",34.9559321,128.3277671,경상남도 고성군 고성읍 공룡로 3165 ,0,27,3,6,2,1,1,
꿈의대화캠핑장 ,일반야영장,37.5017856,128.4514503,강원도 평창군 대화면 대화리 1152-4 ,0,27,11,0,2,2,2,
물안개 오토캠핑장,일반야영장,35.4918601,128.9264812,경남 밀양시 단장면 고례리 1491 외 1필지,0,27,0,0,1,1,1,
예산군 예당관광지야영장 (예당관광지 국민여가캠핑장),"일반야영장,자동차야영장",36.6374233,126.7999875,충청남도 예산군 응봉면 예당관광로 123 ,0,27,0,0,2,2,1,
증산수도계곡캠핑장,일반야영장,35.8612594,127.9964744,김천시 증산면 수도길 25,0,27,0,0,4,2,3,
백운산 자연휴양림 자동차야영장,"일반야영장,자동차야영장",35.0559529,127.5930809,전라남도 광양시 옥룡면 백계로 337 ,33,27,0,3,0,0,0,
VIP오토캠핑장 ,자동차야영장,35.4972561,128.9267335,경상남도 밀양시 단장면 고례리 ,0,28,0,0,1,1,2,
꿈애 오토캠핑장 ,일반야영장,35.9986012,128.4541987,경상북도 칠곡군 왜관읍 봉계리 400-1 ,0,28,0,0,2,2,2,
문장대오토캠핑장 ,"일반야영장,자동차야영장,카라반",36.5441356,127.9247206,경상북도 상주시 화북면 상오리 ,0,28,0,3,2,2,2,
보물섬 캠핑장 ,일반야영장,34.7445445,127.8602586,경상남도 남해군 남면 남면로1229번길 10-34 ,0,28,0,0,1,1,1,
위정캠핑장 ,일반야영장,36.5498161,129.3263126,경상북도 영덕군 창수면 영양창수로 3032-9 ,0,28,0,0,2,2,2,
장좌리캠핑장 ,일반야영장,35.0096808,128.4495543,경상남도 고성군 동해면 장좌리 구절로,0,28,0,0,2,2,6,
함양 용추 오토캠핑장,자동차야영장,35.6751971,127.7724302,경상남도 함양군 안의면 상원리 ,0,28,0,0,2,2,1,
주암 오토캠핑장 ,"일반야영장,자동차야영장",35.0698606,127.2379395,전남 순천시 주암면 구산리 797-2 ,7,28,0,0,2,1,1,
땅끝황토나라테마촌 ,일반야영장,34.3216232,126.519902,전라남도 해남군 송지면 땅끝해안로 1730 ,28,28,0,0,0,0,0,
낙동강 레포츠밸리 강변오토캠핑장,일반야영장,35.6734661,128.3663172,대구시 달성군 구지면 오설리 873번지,0,29,0,0,2,1,1,
달콤한 캠핑장 ,"일반야영장,글램핑",37.7927968,128.1250697,강원도 홍천군 내촌면 와야리 ,0,29,5,0,1,1,2,
도래재별빛마을캠핑장 ,일반야영장,35.5601046,128.9393506,경남 밀양시 단장면 구천리 1852-7외1필지 ,0,29,0,0,2,2,2,
백경오토캠핑장 ,일반야영장,35.9098477,129.5254042,경상북도 포항시 남구 장기면 영암리 ,0,29,0,0,2,2,1,
별난독서캠핑장 ,자동차야영장,37.8849478,126.8777463,경기도 파주시 술이홀로 1315-0 거든산업 ,0,29,0,0,2,0,1,
인제 연가리 오토캠핑장 ,자동차야영장,37.9739973,128.4349274,강원도 인제군 기린면 조침령로 1418-7 ,0,29,0,0,2,2,6,
하오재캠핑장,"일반야영장,자동차야영장",38.1745122,127.4610384,강원도 철원군 근남면 하오재로 1235 ,0,29,0,0,1,1,1,
해담구룡령 야영장,자동차야영장,37.9834628,128.5293391,강원도 양양군 서면 구룡령로 2066 ,0,29,0,0,1,1,2,
도학 오토캠핑장 (도학야영장),자동차야영장,35.9817252,128.7036497,대구광역시 동구 도학동 110,0,29,0,0,1,1,1,
그루터기캠핑장 ,자동차야영장,37.9554535,128.508799,강원도 양양군 서면 구룡령로 1694 ,0,30,0,0,1,1,2,
백마강오토캠핑장 ,"일반야영장,카라반",36.302196,126.9159298,충청남도 부여군 규암면 호암리 ,0,30,0,33,1,1,1,
선야봉 캠핑장 ,일반야영장,36.0522257,127.3433942,전라북도 완주군 운주면 고당리 ,0,30,0,0,2,1,2,
섬지골 캠핑장,자동차야영장,37.1223144,128.7451714,강원 영월군 상동읍 섬지골길 19,0,30,0,0,1,1,2,
성덕댐 수달 캠핑장,"일반야영장,카라반",36.2435603,128.9643954,청송군 안덕면 성덕댐로 1291-70,0,30,0,3,2,2,1,
솔바람오토캠핑장 ,"일반야영장,자동차야영장,카라반",35.5469513,128.8585932,경상남도 밀양시 산외면 희곡리 ,0,30,0,0,1,1,1,
솔밭체육공원오토캠핑장 ,일반야영장,37.5622773,127.9547878,강원도 횡성군 공근면 도곡리 ,0,30,0,0,2,2,0,
솔섬오토캠핑장 ,자동차야영장,34.987387,127.9661896,경남 사천시 서포면 토끼로245-29,0,30,0,0,1,1,1,
수목화 송정마을 오토캠핑장,"자동차야영장,글램핑",38.440232,128.423956,강원도 고성군 건봉사로 1504,0,30,10,0,3,2,2,
수산아카데미 ,일반야영장,37.7191572,127.2651659,경기도 남양주시 수동면 철마산로 316-31 ,0,30,0,0,8,1,2,
숲속가든 캠핑장,일반야영장,34.978017,128.1331596,경상남도 사천시 사남면 계양리 ,0,30,0,0,1,1,1,
씨앤씨레져(주),"일반야영장,자동차야영장,카라반",37.7052864,127.5161765,경기도 가평군 청평면 고재길 274-25외 10필지,0,30,0,4,2,2,34,
아빠가 만든 캠핑장 ,일반야영장,37.2558095,128.3929791,강원도 영월군 북면 덕상리 ,0,30,0,0,2,2,2,
에코오토캠핑장(동상),일반야영장,35.9803277,127.3031416,전라북도 완주군 동상면 대아수목로 144-1 ,0,30,0,0,1,1,1,
온새미캠핑장,일반야영장,37.8796383,127.0977457,경기도 동두천시 천보산로 537 ,0,30,0,0,1,1,1,
용골송어와 캠핑 ,자동차야영장,37.6926822,128.4657671,강원도 평창군 용평면 운두령로 767-17 ,0,30,0,2,2,2,3,
우물동산 관광농원,일반야영장,38.0659809,127.3236845,경기도 포천시 영북면 산정리 777-3,0,30,0,0,2,2,2,
일영무두리캠핑장 ,일반야영장,37.7005282,126.9471166,경기도 양주시 장흥면 유원지로 176-77 ,0,30,0,0,2,2,2,
전원일기마을 오토캠핑장,일반야영장,37.6724583,126.9104578,경기도 양주시 장흥면 삼하리 210-1,0,30,0,0,2,2,1,
천태산 오토캠핑장 ,일반야영장,35.4320914,128.9275253,경상남도 양산시 원동면 영포리 ,0,30,0,0,1,1,2,
초록슈피아오토캠핑장 ,"일반야영장,자동차야영장",35.5871833,128.9570731,경상남도 밀양시 산내면 남명리 ,0,30,0,0,1,1,1,
캠프ing 오토캠핑장,일반야영장,35.9687551,129.2527879,경상북도 경주시 강동면 호명큰골길 47 ,0,30,0,0,2,2,1,
큐브존캠핑장 ,일반야영장,37.2248413,128.3513942,강원도 영월군 한반도면 한반도로 794-22 ,0,30,0,0,2,2,2,
티피 캠핑장 ,일반야영장,38.295909,128.5486623,강원도 고성군 죽왕면 문암진리 ,0,30,0,0,1,1,1,
두산 캠핑장,자동차야영장,37.317839,128.1614936,강원 영월군 무릉도원면 새막골길 165-13,0,30,0,0,1,1,1,
캠핑엔비치 [(주)이랜드파크 켄싱턴리조트 설악비치],자동차야영장,38.2410455,128.5723909,강원도 고성군 토성면 중앙로 646 ,0,30,0,0,2,2,1,
별빛야영장 (보현산 별빛테마마을 야영장),"일반야영장,자동차야영장,글램핑",36.1402922,128.996493,경상북도 영천시 화북면 별빛로 681-32,0,30,7,0,2,2,2,
솔바람캠핑장 ,"자동차야영장,글램핑",37.9041288,127.3746013,경기 가평군 조종면 명지산로 337-62,0,30,7,0,2,2,7,
김포 황토테마파크 ,"일반야영장,자동차야영장",37.7009941,126.655448,경기도 김포시 하성면 전류리 ,3,30,0,0,2,2,2,
유치 자연휴양림 ,"일반야영장,자동차야영장",34.7691476,126.8328031,전라남도 장흥군 유치면 휴양림길 154 ,9,30,0,0,3,2,3,
피아골오토캠핑장,"일반야영장,카라반,글램핑",35.227583,127.5894465,전라남도 구례군 토지면 원기양지길 26 ,14,30,1,3,1,1,1,
강화캠핑파크 ,"일반야영장,글램핑",37.6263487,126.5163708,인천광역시 강화군 길상면 신촌로146번길 14-11 ,30,30,15,0,2,2,1,
구름계곡캠핑장,"일반야영장,자동차야영장",37.8879007,127.538741,경기도 가평군 북면 제령리 219-2번지,30,30,0,0,9,8,7,
두산분교 캠핑장,"일반야영장,자동차야영장",37.3082565,128.1710679,강원 영월군 무릉도원면 두산길 237-4,30,30,0,0,4,4,2,
천등산캠핑장 ,"일반야영장,자동차야영장",37.0728441,128.039613,충청북도 충주시 산척면 명서리 ,30,30,0,0,1,1,1,
소풍캠핑장 ,"일반야영장,자동차야영장,글램핑",37.5951487,127.5084698,경기 가평군 설악면 어비산길 184-147,30,30,5,0,2,2,8,
이레캠핑장 ,자동차야영장,37.8547779,127.2407345,경기 포천시 군내면 청군로2985번길 148,30,30,14,3,10,10,9,
하늘계곡 캠핑장 ,"일반야영장,자동차야영장",37.6162787,127.5391017,경기 가평군 설악면 봉미산안길 190-27,30,30,0,0,2,2,8,
솔봉계곡쉼터야영장,자동차야영장,37.8429042,128.6714714,강원도 강릉시 연곡면 삼산리 ,60,30,0,0,8,12,10,
가마실캠핑장 ,일반야영장,37.1214901,128.2965596,충청북도 제천시 자작동 ,0,31,0,0,1,1,1,
남원 백두대간 국민여가캠핑장,일반야영장,35.3999038,127.5076174,전북 남원시 운봉읍 주촌3길 49-4,0,31,0,0,1,1,1,
달천공원오토캠핑장 ,"일반야영장,자동차야영장,카라반",35.2822939,128.5998171,경상남도 창원시 의창구 북면 달천길 150 ,0,31,0,4,1,1,1,
범도오토캠핑장 ,일반야영장,35.5232228,128.9098524,경상남도 밀양시 단장면 표충로 860 ,0,31,0,0,1,1,1,
소도캠핑장,일반야영장,37.9571666,127.3345082,경기도 포천시 일동면 무리울길 28-25,0,31,0,0,1,1,1,
자연속캠핑장,"일반야영장,자동차야영장,카라반",35.5520704,128.8623832,경상남도 밀양시 산내면 용전리 403-1,0,31,0,0,2,2,8,
지리산오토캠핑장 ,일반야영장,35.3308948,127.4514518,전라남도 구례군 산동면 수락폭포로 170-5 ,0,31,0,0,1,1,1,
충효테마관광농원야영장 (대충캠핑장),자동차야영장,35.0255898,128.2904588,경상남도 고성군 대가면 유흥갈천길 240,0,31,4,0,2,2,2,
하이원추추파크 자동차야영장,자동차야영장,37.1822894,129.0391078,강원도 삼척시 도계읍 심포리 ,0,31,0,0,2,2,1,
솔담길 오토캠핑장,"일반야영장,자동차야영장,카라반,글램핑",36.0627154,128.654645,경상북도 군위군 부계면 한밤 8길 2 ,31,31,1,5,20,12,1,
정읍시 내장산 국민여가캠핑장,"일반야영장,카라반,글램핑",35.5249589,126.8948546,전라북도 정읍시 내장산로 390 ,37,31,6,3,3,2,3,
킨텍스캠핑장 ,"일반야영장,자동차야영장",37.6633637,126.7392536,경기도 고양시 일산서구 대화동 2720번지 ,45,31,0,10,4,4,2,
캠프 안단테,"일반야영장,자동차야영장",35.5758525,128.792329,경북 청도군 청도읍 청매로 283-47,49,31,0,0,4,2,1,
국립미천골자연휴양림,"일반야영장,자동차야영장",37.9488231,128.5122647,강원도 양양군 서면 미천골길 115 ,53,31,0,0,0,3,3,
덕동 산마루캠핑장 ,일반야영장,37.1980227,127.9836665,충청북도 제천시 백운면 덕동리 ,0,32,0,0,2,2,4,
산아래캠핑장 ,일반야영장,37.9712916,127.1056858,포천시 관인면 삼율리 12,0,32,0,0,2,2,1,
요카카 관광농원 (요카카 오토캠핑장),자동차야영장,36.9954153,127.8956385,충청북도 충주시 금가면 강변길 11-37 ,0,32,0,0,4,4,2,
월드니스 ,"일반야영장,글램핑",37.3004067,128.2217049,강원도 영월군 수주면  도원운학로 475-10 ,0,32,20,0,2,2,2,
태안라온캠핑장 ,"일반야영장,카라반",36.8862935,126.2021541,충청남도 태안군 원북면 황촌리 ,0,32,0,3,2,2,1,
추암오토캠핑장,"일반야영장,자동차야영장",37.4783662,129.1581726,강원도 동해시 촛대바윗길 6,10,32,0,0,2,2,1,
아버지의숲 산정캠프,일반야영장,38.0503676,127.3242195,경기도 포천시 영북면 산정호수로 558,0,33,0,0,2,1,1,
옥계오토캠핑장(옥계마을영농회조합법인),일반야영장,34.9814589,128.6439094,경남 거제시 하청면 칠천로 265-17,0,33,0,0,1,1,1,
송하루 오토캠핑장,일반야영장,36.2796698,128.2663874,경북 구미시 옥성면 주아령로 192-1,0,33,0,0,4,4,2,
청풍호오토캠핑장 ,"일반야영장,카라반",37.0287695,128.1854139,충청북도 제천시 금성면 성내리 ,0,34,0,3,2,2,3,
캠핑월드 ,일반야영장,35.6267988,129.0556758,울산광역시 울주군 상북면 덕현리 ,0,34,5,0,1,1,1,
뜨란솔 캠핑장,"일반야영장,자동차야영장",37.331839,128.2765429,강원 영월군 무릉도원면 무릉법흥로 782-26,20,34,0,0,2,2,2,
느티나무쉼터,일반야영장,37.1040435,128.6786909,강원도 영월군 김삿갓면 내리계곡로 1106 ,0,35,0,0,2,2,3,
들살이오토캠핑장 ,"일반야영장,자동차야영장,카라반",35.5346107,129.0108651,울산광역시 울주군 상북면 배내로 1064-4 ,0,35,0,0,1,1,1,
벌곡오토캠핑장 ,일반야영장,36.1927363,127.291481,충청남도 논산시 벌곡면 수락로517번길 36-5 ,0,35,0,0,4,2,4,
영월 동강오토캠핑장,일반야영장,37.2019262,128.5041327,강원도 영월군 영월읍 둥글바위길 33 ,0,35,0,0,1,1,3,
지리산반내골오토캠핑장,"일반야영장,카라반",35.1460773,127.5024295,전라남도 구례군 문척면 중산리 ,0,35,0,0,2,2,2,
청도 그린나래 오토캠핑장,일반야영장,35.6162297,128.8038677,경상북도 청도군 매전면 송원리 ,0,35,0,0,8,4,2,
파주기산캠프,일반야영장,37.7753163,126.9220592,경기도 파주시 광탄면 기산리 ,0,35,0,0,2,2,1,
해지개캠핑장,일반야영장,38.018829,126.971325,경기도 연천군 미산면 어삼로 391-102,0,35,0,0,31,31,31,
해피캠핑장,일반야영장,37.780183,126.943574,경기도 양주시 백석읍 기산로 471번길 110,0,35,0,0,6,4,3,
무창포 솔원캠핑장,"일반야영장,자동차야영장",36.2495289,126.5480878,충청남도 보령시 웅천읍  삼정골길 102 ,0,35,0,0,4,2,2,
초안산캠핑장,"일반야영장,자동차야영장",37.6277451,127.0568215,018-66/서울시 노원구 월계동 750번지,16,35,0,0,2,2,2,
캠핑스마일,자동차야영장,37.8456294,127.3850743,경기 가평군 조종면 연인산로474번길 91-27,35,35,0,0,9,2,12,
대왕암공원 캠핑장,"일반야영장,카라반",35.4882061,129.4391545,울산시 동구 등대로 80-61,0,36,0,17,1,1,1,
렛츠고 강화캠핑 ,일반야영장,37.620496,126.4068601,인천광역시 강화군 화도면 장화리 ,0,36,0,0,2,2,3,
마이산 풍혈냉천 캠핑장 ,"일반야영장,글램핑",35.7208543,127.3028273,전북 진안군 성수면 용포로 345,0,36,5,0,1,1,1,
황산문화체육공원 국민여가캠핑장,자동차야영장,35.3013757,128.9876945,경상남도 양산시 물금읍 물금리 ,75,36,0,0,6,4,3,
섬진강향가오토캠핑장 ,일반야영장,35.3390801,127.1920558,전라북도 순창군 풍산면 대가리 ,0,37,10,0,1,1,1,
영월 외룡 캠핑장,일반야영장,37.1137601,128.6662364,강원도 영월군 김삿갓면 영월동로 2696 ,0,37,0,0,1,1,3,
용추그린하우스 ,일반야영장,35.6449079,127.806068,경상남도 함양군 안의면 신안리 ,0,37,0,0,2,1,1,
캠핑라운지 ,"일반야영장,자동차야영장,카라반,유무선인터넷,난방기구,취사도구",38.0474239,127.3694239,경기도 포천시 이동면 성장로1289번길 155-76 ,12,37,20,0,3,3,3,
무안황토갯벌랜드 오토캠핑장,"일반야영장,카라반",35.1037694,126.3321981,전남 무안군 해제면 만송로 36,37,37,0,14,2,1,3,
유명산라온캠핑장 ,"일반야영장,자동차야영장",37.5920107,127.485588,경기 가평군 설악면 유명산길 124-29,37,37,0,0,2,3,6,
계곡과소나무 오토캠핑장 ,일반야영장,37.9516198,127.3598873,경기도 포천시 일동면 무리울길 283 ,0,38,0,0,14,14,12,
대강오토캠핑장 (구 두음리 야영장) ,일반야영장,36.9193344,128.355206,충청북도 단양군 대강면 두음리 560-1,0,38,0,0,4,2,1,
솔내음캠핑장,일반야영장,37.689529,126.5810315,경기도 김포시 통진읍 절골로127번길 32-90 ,0,38,0,0,2,2,1,
연화산 반딧불이 캠핑장 ,일반야영장,35.052865,128.204432,경상남도 고성군 영현면 봉림리 ,0,38,0,0,1,1,2,
위천수변 테마파크,자동차야영장,36.1761825,128.5852903,경북 군위군 효령면 간동유원지길 8,0,38,0,0,6,0,0,
에코유 캠핑장 ,"일반야영장,자동차야영장",37.8646402,127.1074225,경기도 동두천시 탑동동 ,10,38,0,0,2,2,1,
솔뜰 캠핑장 ,"일반야영장,자동차야영장",37.5414233,127.4689533,경기도 양평군 옥천면 사기점길 49-15 ,56,38,0,20,2,2,2,
가야권역 소리마실 영농조합법인 ,일반야영장,35.7724993,128.128841,경상남도 합천군 가야면 야천리 ,0,39,0,0,2,2,2,
경호강 캠핑장 ,일반야영장,35.357555,127.9162539,경상남도 산청군 단성면 방목리 627 ,0,39,0,0,2,2,2,
닥박골 휴양림 ,일반야영장,37.9296714,127.1770984,경기도 포천시 신북면 심곡리 ,0,39,0,0,1,1,3,
천동오토캠핑장,"일반야영장,자동차야영장",36.9744049,128.4187431,충청북도 단양군 단양읍 천동리 ,0,39,0,0,3,3,5,
F1 오토캠핑장 ,일반야영장,34.7367086,126.3935277,전라남도 영암군 삼호읍 삼포리 ,0,40,0,6,5,2,4,
광릉솔개캠핑장,일반야영장,37.7647335,127.1451227,경기도 포천시 소흘읍 이곡리 ,0,40,0,0,3,2,4,
금방아 민박캠핑장,일반야영장,37.317754,128.2602109,강원도 영월군 수주면 법흥리 ,0,40,0,0,2,2,2,
늘푸른 체험학교,"일반야영장,글램핑",35.858013,128.9198158,경상북도 영천시 대창면 영지길 100 ,0,40,9,0,3,3,2,
지리산 대경캠핑장,자동차야영장,35.2727502,127.7781867,경상남도 산청군 시천면 동당리 577,0,40,0,0,2,2,1,
메가오토캠핑장 (메가관광농원),일반야영장,37.9954235,127.3159267,경기도 포천시 일동면 수입리 700-8 외 2필지,0,40,0,0,1,1,1,
밀양댐오토캠핑장 ,"일반야영장,자동차야영장",35.4934197,128.9284847,경상남도 밀양시 단장면 고례리 ,0,40,0,0,1,1,1,
삼정오토캠핑장,일반야영장,37.9791858,127.1354706,경기도 포천시 신북면 삼정리 ,0,40,0,0,1,1,1,
수원산 오토캠핑장 ,일반야영장,37.862785,127.2393902,경기도 포천시 군내면 직두리 ,0,40,0,0,1,1,2,
얼음골까투리캠핑장 ,일반야영장,35.5797758,128.9785338,경상남도 밀양시 산내면 얼음골로 134-22 ,0,40,0,0,2,1,3,
용인 미르힐 ,자동차야영장,37.3154866,127.2651339,경기도 용인시 처인구 초부로 215-7 ,0,40,0,0,2,2,2,
정든 캠핑장,일반야영장,37.3249581,128.2630525,강원 영월군 무릉도원면 무릉법흥로 644-9,0,40,0,0,4,2,4,
청광새들녘캠핑,일반야영장,35.1150709,128.3086561,경상남도 고성군 개천면 영회로 1296 ,0,40,0,0,1,1,1,
청담 관광농원 ,일반야영장,37.8860365,127.284532,경기도 포천시 화현면 명덕리 ,0,40,0,0,2,2,2,
청산 캠프 ,자동차야영장,37.3308928,128.2747312,강원 영월군 무릉도원면 무릉법흥로 782-10,0,40,0,0,0,0,0,
키즈드림 캠핑장,일반야영장,36.5441339,127.6536035,충북 보은군 내북면 남부로 5825-6,0,40,0,0,2,2,1,
한터팜오토캠핑장 ,일반야영장,37.2606826,127.2526302,경기도 용인시 처인구 양지면 한터로 432-12 ,0,40,0,0,2,2,2,
로하스 가족공원 캠핑장,일반야영장,36.4558916,127.4746423,대청로424번길 200 ,0,40,5,5,0,0,0,
각흘계곡 캠핑장 (관광농원),"자동차야영장,카라반",38.101442,127.393008,경기도 포천시 이동면 금강로 6439,0,40,0,4,2,1,1,
아트엔체험캠프 ,"일반야영장,글램핑",34.9994631,128.2860981,경상남도 고성군 대가면 연지리 ,0,40,8,0,2,1,3,
힐링가평오토캠핑장 ,"자동차야영장,글램핑",37.7568926,127.4035868,경기 가평군 상면 청군로 316,0,40,2,0,2,2,7,
핏들캠핑장 (물한계곡 핏들캠핑장 삼산관광농원),일반야영장,36.0818212,127.8822534,충청북도 영동군 상촌면 물한리 ,5,40,0,0,2,2,8,
폭포골자연휴양림야영장,자동차야영장,37.8486886,128.7482696,강원도 강릉시 연곡면 퇴곡리 ,20,40,0,0,5,2,5,
소나무와 계곡 캠핑장 ,"일반야영장,자동차야영장",37.3726964,128.2723521,강원 영월군 무릉도원면 백년계곡길 88-3,34,40,0,0,4,4,5,
마루노리,자동차야영장,37.3807404,127.7921003,강원도 원주시 지정면 판대리 ,40,40,4,0,2,2,2,
(주)수동자연마을 힐링별밤수목원캠핑장,"일반야영장,자동차야영장",37.7496744,127.2736544,경기도 남양주시 수동면 비룡로 1516-19 ,40,40,0,0,2,2,2,
쿼크밸리 캠프,자동차야영장,37.6913112,127.294079,경기도 남양주시 화도읍 가곡리 401번지 일원,40,40,0,0,2,2,10,
에뜨유명산캠핑장,"일반야영장,자동차야영장",37.5919751,127.4862949,경기 가평군 설악면 유명산길 124-17,40,40,0,0,4,5,10,
경주초우오토캠핑장 ,일반야영장,35.8084803,129.2567128,경상북도 경주시 동방동 산업로 3549-30 ,0,41,0,0,12,10,6,
산장관광지,"자동차야영장,글램핑",37.7542993,127.412328,경기도 가평군 상면 덕현리 ,0,41,18,0,3,3,20,
상황오토캠핑장 ,일반야영장,36.5849333,126.4764272,충청남도 홍성군 서부서길 633-60 ,0,41,0,0,2,2,2,
깊은골캠핑장,"일반야영장,자동차야영장",35.9260337,127.7607566,전라북도 무주군 구천동로 1284-6 ,0,42,0,0,1,1,1,
마령큰시내들캠핑장 ,"일반야영장,글램핑",35.7386448,127.3443765,전북 진안군 마령면 강정리 655-1 ,0,42,10,0,2,2,3,
청도 힐링 오토캠핑장 ,자동차야영장,35.6137,128.8071383,경상북도 청도군 매전면 지전리 ,0,42,0,0,2,1,2,
청양 동강리 오토캠핑장 ,일반야영장,36.3394,126.979775,충청남도 청양군 청남면 천내리 ,0,42,0,0,2,2,4,
봉강 하조 오토캠핑장,자동차야영장,35.0761015,127.562502,전라남도 광양시 봉강면 성불로 1097 ,0,42,0,0,1,1,1,
한다리골 야영장 ,일반야영장,37.4261787,128.0634619,강원도 원주시 소초면 학곡리 ,0,42,0,0,1,1,1,
광명도덕산캠핑장,일반야영장,37.4592422,126.8607682,경기도 광명시 하안동 ,42,42,0,0,4,4,2,
별빛오토캠핑장 ,"일반야영장,자동차야영장",37.6476195,127.5005264,경기 가평군 설악면 묵안로 219-15,42,42,0,0,2,2,14,
